,Channel 1 Last (C),Channel 2 Last (C),Channel 3 Last (C),Channel 4 Last (C),Channel 5 Last (C),Channel 6 Last (C),Channel 7 Last (C)
00:06:31,-36.111,-8.854,0.596,9.282,18.913,20.837,25.48
00:06:32,-36.11,-8.861,0.574,9.237,18.884,20.837,25.47
00:06:33,-36.134,-8.903,0.495,9.154,18.817,20.797,25.433
00:06:34,-36.154,-8.911,0.476,9.128,18.795,20.779,25.418
00:06:35,-36.162,-8.93,0.435,9.079,18.769,20.764,25.411
00:06:36,-36.17,-8.945,0.405,9.042,18.739,20.746,25.393
00:06:37,-36.182,-8.964,0.36,8.967,18.694,20.735,25.363
00:06:38,-36.194,-8.994,0.326,8.933,18.665,20.709,25.345
00:06:39,-36.194,-9.001,0.297,8.896,18.643,20.691,25.33
00:06:40,-36.214,-9.009,0.267,8.866,18.624,20.672,25.312
00:06:41,-36.226,-9.047,0.21,8.798,18.576,20.643,25.29
00:06:42,-36.246,-9.062,0.188,8.765,18.558,20.651,25.283
00:06:43,-36.25,-9.073,0.154,8.723,18.546,20.64,25.261
00:06:44,-36.258,-9.092,0.121,8.697,18.521,20.629,25.239
00:06:45,-36.286,-9.115,0.083,8.641,18.502,20.621,25.198
00:06:46,-36.286,-9.119,0.065,8.615,18.476,20.618,25.184
00:06:47,-36.314,-9.138,0.031,8.577,18.461,20.614,25.165
00:06:48,-36.31,-9.137,0.008,8.551,18.439,20.614,25.162
00:06:49,-36.338,-9.16,-0.052,8.484,18.394,20.581,25.132
00:06:50,-36.354,-9.175,-0.086,8.443,18.38,20.574,25.111
00:06:51,-36.358,-9.19,-0.113,8.405,18.35,20.556,25.092
00:06:52,-36.362,-9.19,-0.139,8.39,18.343,20.559,25.081
00:06:53,-36.39,-9.217,-0.196,8.311,18.283,20.523,25.048
00:06:54,-36.398,-9.224,-0.231,8.274,18.272,20.523,25.034
00:06:55,-36.406,-9.236,-0.261,8.252,18.228,20.519,25.034
00:06:56,-36.414,-9.247,-0.299,8.214,18.202,20.508,25.015
00:06:57,-36.438,-9.266,-0.352,8.154,18.169,20.494,24.986
00:06:58,-36.446,-9.277,-0.397,8.12,18.135,20.479,24.968
00:06:59,-36.458,-9.281,-0.42,8.083,18.135,20.468,24.968
00:07:00,-36.474,-9.3,-0.466,8.053,18.102,20.453,24.942
00:07:01,-36.482,-9.315,-0.511,7.997,18.057,20.442,24.924
00:07:02,-36.538,-9.33,-0.553,7.952,18.031,20.42,24.902
00:07:03,-36.678,-9.349,-0.576,7.929,18.009,20.409,24.898
00:07:04,-36.863,-9.372,-0.602,7.903,18.002,20.384,24.872
00:07:05,-37.336,-9.444,-0.67,7.847,17.969,20.332,24.843
00:07:06,-37.597,-9.489,-0.686,7.813,17.946,20.329,24.825
00:07:07,-37.871,-9.55,-0.727,7.787,17.932,20.325,24.814
00:07:08,-38.172,-9.611,-0.75,7.761,17.913,20.307,24.807
00:07:09,-38.834,-9.736,-0.803,7.701,17.884,20.296,24.77
00:07:10,-39.224,-9.82,-0.822,7.675,17.865,20.289,24.759
00:07:11,-39.674,-9.911,-0.849,7.645,17.843,20.289,24.755
00:07:12,-39.87,-9.998,-0.879,7.615,17.828,20.274,24.741
00:07:13,-34.388,-10.029,-0.959,7.559,17.776,20.259,24.715
00:07:14,-31.825,-9.816,-0.989,7.54,17.776,20.248,24.704
00:07:15,-29.816,-9.534,-1.015,7.544,17.787,20.26,24.686
00:07:16,-28.137,-9.207,-1.035,7.521,17.799,20.252,24.682
00:07:17,-25.326,-8.55,-1.027,7.469,17.75,20.238,24.664
00:07:18,-24.088,-8.226,-1.027,7.432,17.725,20.223,24.653
00:07:19,-22.941,-7.918,-1.004,7.394,17.695,20.219,24.638
00:07:20,-21.892,-7.629,-0.977,7.368,17.661,20.19,24.631
00:07:21,-19.961,-7.071,-0.905,7.304,17.595,20.172,24.605
00:07:22,-19.092,-6.812,-0.87,7.289,17.558,20.165,24.594
00:07:23,-18.274,-6.565,-0.829,7.274,17.524,20.154,24.587
00:07:24,-17.502,-6.321,-0.787,7.259,17.491,20.165,24.576
00:07:25,-16.073,-5.873,-0.699,7.233,17.435,20.165,24.55
00:07:26,-15.417,-5.652,-0.654,7.226,17.409,20.161,24.547
00:07:27,-14.788,-5.455,-0.608,7.203,17.357,20.15,24.525
00:07:28,-14.193,-5.264,-0.566,7.211,17.335,20.158,24.514
00:07:29,-13.116,-4.907,-0.497,7.233,17.279,20.154,24.481
00:07:30,-12.61,-4.736,-0.448,7.252,17.268,20.15,24.473
00:07:31,-12.143,-4.572,-0.395,7.241,17.254,20.15,24.481
00:07:32,-11.661,-4.405,-0.349,7.26,17.242,20.158,24.477
00:07:33,-10.826,-4.108,-0.277,7.26,17.194,20.121,24.437
00:07:34,-10.437,-3.975,-0.242,7.275,17.168,20.099,24.43
00:07:35,-10.073,-3.85,-0.193,7.298,17.157,20.088,24.415
00:07:36,-9.734,-3.72,-0.162,7.305,17.139,20.074,24.401
00:07:37,-9.103,-3.507,-0.101,7.339,17.109,20.066,24.379
00:07:38,-8.791,-3.382,-0.067,7.369,17.106,20.063,24.375
00:07:39,-8.51,-3.283,-0.044,7.396,17.094,20.067,24.36
00:07:40,-8.24,-3.176,-0.029,7.418,17.08,20.063,24.346
00:07:41,-7.734,-2.971,0.002,7.471,17.072,20.063,24.316
00:07:42,-7.506,-2.891,0.02,7.49,17.05,20.056,24.302
00:07:43,-7.278,-2.804,0.054,7.512,17.039,20.056,24.294
00:07:44,-7.072,-2.716,0.088,7.542,17.043,20.056,24.287
00:07:45,-6.662,-2.538,0.174,7.61,17.043,20.056,24.265
00:07:46,-6.476,-2.461,0.22,7.636,17.047,20.063,24.254
00:07:47,-6.289,-2.374,0.272,7.648,17.039,20.06,24.251
00:07:48,-6.133,-2.309,0.314,7.712,17.047,20.049,24.236
00:07:49,-5.825,-2.176,0.411,7.787,17.039,20.045,24.21
00:07:50,-5.662,-2.104,0.464,7.798,17.039,20.045,24.199
00:07:51,-5.513,-2.035,0.517,7.84,17.043,20.053,24.199
00:07:52,-5.372,-1.967,0.581,7.858,17.032,20.053,24.188
00:07:53,-5.114,-1.841,0.667,7.915,17.018,20.027,24.163
00:07:54,-5,-1.788,0.731,7.956,17.029,20.027,24.156
00:07:55,-4.882,-1.731,0.776,7.983,17.025,20.02,24.144
00:07:56,-4.772,-1.681,0.821,8.013,17.029,20.031,24.141
00:07:57,-4.555,-1.563,0.908,08.08,17.033,20.024,24.13
00:07:58,-4.445,-1.514,0.96,8.11,17.033,20.028,24.115
00:07:59,-4.346,-1.476,0.99,8.137,17.029,20.028,24.101
00:08:00,-4.247,-1.419,1.035,8.17,17.037,20.031,24.112
00:08:01,-4.083,-1.331,1.114,8.246,17.044,20.043,24.083
00:08:02,-3.988,-1.282,1.163,8.272,17.059,20.046,24.082
00:08:03,-3.889,-1.224,1.212,8.306,17.055,20.039,24.071
00:08:04,-3.813,-1.182,1.253,8.344,17.063,20.032,24.068
00:08:05,-3.665,-1.099,1.336,8.441,17.093,20.032,24.053
00:08:06,-3.6,-1.053,1.389,8.471,17.1,20.039,24.05
00:08:07,-3.528,-1.007,1.441,8.528,17.104,20.025,24.042
00:08:08,-3.467,-0.973,1.486,8.562,17.108,20.025,24.035
00:08:09,-3.338,-0.889,1.595,8.633,17.1,20.017,24.02
00:08:10,-3.288,-0.848,1.648,8.674,17.119,20.029,24.013
00:08:11,-3.239,-0.817,1.697,8.716,17.119,20.032,24.01
00:08:12,-3.178,-0.775,1.764,8.768,17.134,20.051,24.01
00:08:13,-3.075,-0.703,1.87,8.847,17.16,20.055,23.999
00:08:14,-3.018,-0.669,1.934,8.881,17.164,20.062,23.984
00:08:15,-2.972,-0.63,1.982,8.919,17.172,20.069,23.981
00:08:16,-2.919,-0.6,2.031,8.96,17.175,20.073,23.977
00:08:17,-2.793,-0.52,2.163,9.051,17.202,20.085,23.966
00:08:18,-2.747,-0.482,2.219,9.092,17.217,20.103,23.966
00:08:19,-2.679,-0.459,2.276,9.144,17.235,20.114,23.962
00:08:20,-2.626,-0.417,2.339,9.178,17.25,20.129,23.962
00:08:21,-2.508,-0.352,2.456,9.261,17.272,20.151,23.963
00:08:22,-2.454,-0.314,2.52,9.306,17.288,20.166,23.955
00:08:23,-2.409,-0.299,2.58,9.347,17.291,20.162,23.941
00:08:24,-2.374,-0.268,2.636,9.389,17.31,20.181,23.945
00:08:25,-2.287,-0.204,2.745,9.46,17.325,20.192,23.926
00:08:26,-2.241,-0.169,2.82,9.517,17.355,20.21,23.93
00:08:27,-2.195,-0.143,2.884,9.547,17.355,20.214,23.926
00:08:28,-2.169,-0.112,2.952,9.599,17.37,20.229,23.923
00:08:29,-2.085,-0.063,3.091,9.697,17.407,20.24,23.919
00:08:30,-2.051,-0.04,3.17,9.735,17.426,20.244,23.916
00:08:31,-2.02,-0.006,3.245,9.772,17.433,20.24,23.912
00:08:32,-1.986,0.021,3.328,9.825,17.444,20.244,23.912
00:08:33,-1.917,0.074,3.478,9.911,17.467,20.266,23.905
00:08:34,-1.887,0.089,3.549,9.949,17.474,20.273,23.901
00:08:35,-1.868,0.104,3.621,9.99,17.478,20.266,23.89
00:08:36,-1.837,0.134,3.703,10.054,17.501,20.277,23.894
00:08:37,-1.773,0.187,3.88,10.143,17.545,20.311,23.898
00:08:38,-1.746,0.209,3.951,10.184,17.556,20.311,23.894
00:08:39,-1.715,0.232,4.042,10.24,17.579,20.318,23.891
00:08:40,-1.67,0.258,4.12,10.277,17.583,20.322,23.883
00:08:41,-1.62,0.303,4.267,10.366,17.605,20.348,23.876
00:08:42,-1.586,0.33,4.342,10.43,17.627,20.355,23.88
00:08:43,-1.563,0.356,4.417,10.467,17.643,20.367,23.891
00:08:44,-1.536,0.379,4.496,10.523,17.657,20.381,23.88
00:08:45,-1.487,0.413,4.658,10.62,17.684,20.389,23.869
00:08:46,-1.467,0.435,4.74,10.664,17.699,20.403,23.869
00:08:47,-1.437,0.454,4.823,10.739,17.725,20.404,23.873
00:08:48,-1.41,0.465,4.906,10.772,17.743,20.404,23.87
00:08:49,-1.368,0.499,05.06,10.873,17.777,20.419,23.87
00:08:50,-1.33,0.511,5.142,10.939,17.807,20.441,23.873
00:08:51,-1.311,0.537,5.214,10.98,17.818,20.437,23.866
00:08:52,-1.303,0.541,5.3,11.04,17.837,20.426,23.863
00:08:53,-1.25,0.571,5.45,11.137,17.874,20.437,23.863
00:08:54,-1.242,0.586,5.526,11.193,17.893,20.445,23.867
00:08:55,-1.219,0.605,5.597,11.245,17.915,20.46,23.863
00:08:56,-1.2,0.613,5.672,11.297,17.934,20.467,23.863
00:08:57,-1.155,0.654,5.838,11.412,17.982,20.489,23.867
00:08:58,-1.128,0.673,5.913,11.464,18.001,20.486,23.867
00:08:59,-1.117,0.68,5.977,11.509,18.012,20.493,23.863
00:09:00,-1.105,0.696,6.048,11.554,18.038,20.489,23.871
00:09:01,-1.055,0.733,6.191,11.662,18.083,20.512,23.875
00:09:02,-1.036,0.752,6.262,11.702,18.098,20.497,23.867
00:09:03,-1.021,0.771,6.334,11.77,18.128,20.501,23.871
00:09:04,-1.017,0.794,6.398,11.788,18.135,20.516,23.864
00:09:05,-0.987,0.812,6.536,11.885,18.176,20.538,23.871
00:09:06,-0.971,0.835,6.604,11.941,18.187,20.538,23.868
00:09:07,-0.948,0.846,6.672,11.989,18.213,20.549,23.871
00:09:08,-0.941,0.865,6.732,12.038,18.228,20.549,23.864
00:09:09,-0.906,0.895,6.867,12.131,18.281,20.582,23.886
00:09:10,-0.887,0.914,6.927,12.172,18.288,20.583,23.868
00:09:11,-0.876,0.929,6.991,12.216,18.31,20.608,23.872
00:09:12,-0.86,0.933,7.051,12.261,18.329,20.619,23.868
00:09:13,-0.834,0.971,7.187,12.376,18.389,20.66,23.879
00:09:14,-0.818,0.986,7.251,12.428,18.419,20.668,23.887
00:09:15,-0.803,1.009,7.326,12.477,18.441,20.697,23.883
00:09:16,-0.799,01.02,7.382,12.518,18.452,20.705,23.88
00:09:17,-0.765,1.062,7.518,12.618,18.505,20.738,23.906
00:09:18,-0.746,1.073,7.581,12.652,18.519,20.756,23.91
00:09:19,-0.738,1.088,7.638,12.693,18.531,20.756,23.891
00:09:20,-0.726,1.103,7.698,12.741,18.553,20.771,23.899
00:09:21,-0.692,1.145,7.826,12.834,18.601,20.808,23.91
00:09:22,-0.677,1.163,7.886,12.883,18.624,20.827,23.903
00:09:23,-0.669,1.171,7.953,12.927,18.639,20.838,23.903
00:09:24,-0.654,1.197,8.014,12.961,18.661,20.856,23.91
00:09:25,-0.631,1.239,8.153,13.069,18.713,20.875,23.925
00:09:26,-0.619,1.25,8.209,13.113,18.725,20.882,23.921
00:09:27,-0.608,1.277,8.277,13.151,18.747,20.89,23.925
00:09:28,-0.596,1.288,8.329,13.203,18.766,20.897,23.914
00:09:29,-0.573,1.337,8.457,13.289,18.814,20.931,23.929
00:09:30,-0.558,1.352,8.529,13.344,18.848,20.938,23.933
00:09:31,-0.547,1.382,8.585,13.382,18.859,20.953,23.933
00:09:32,-0.527,1.401,8.641,13.419,18.881,20.968,23.937
00:09:33,-0.504,1.45,8.784,13.512,18.919,20.997,23.941
00:09:34,-0.489,1.473,8.841,13.568,18.945,21.005,23.955
00:09:35,-0.478,1.495,8.904,13.609,18.967,21.016,23.952
00:09:36,-0.474,1.518,8.957,13.657,18.975,21.016,23.948
00:09:37,-0.443,1.567,9.092,13.706,19.012,21.045,23.952
00:09:38,-0.432,1.593,9.141,13.765,19.038,21.057,23.956
00:09:39,-0.416,1.653,9.198,13.814,19.035,21.064,23.956
00:09:40,-0.405,1.683,9.262,13.866,19.049,21.068,23.96
00:09:41,-0.378,1.759,9.393,13.963,19.087,21.09,23.96
00:09:42,-0.355,1.8,9.457,14.03,19.113,21.112,23.971
00:09:43,-0.344,1.838,9.513,14.085,19.146,21.127,23.964
00:09:44,-0.332,1.883,9.574,14.123,19.173,21.131,23.968
00:09:45,-0.305,1.981,9.713,14.208,19.217,21.157,23.975
00:09:46,-0.294,2.022,9.777,14.249,19.247,21.168,23.968
00:09:47,-0.279,2.063,9.829,14.286,19.262,21.179,23.975
00:09:48,-0.271,2.109,9.897,14.327,19.273,21.183,23.972
00:09:49,-0.255,2.199,10.01,14.406,19.314,21.205,23.968
00:09:50,-0.24,2.248,10.062,14.436,19.33,21.198,23.972
00:09:51,-0.229,2.308,10.136,14.488,19.363,21.216,23.98
00:09:52,-0.21,2.357,10.188,14.532,19.382,21.216,23.972
00:09:53,-0.19,2.488,10.311,14.618,19.426,21.257,23.983
00:09:54,-0.186,2.541,10.349,14.655,19.427,21.261,23.98
00:09:55,-0.182,2.635,10.415,14.7,19.456,21.272,23.987
00:09:56,-0.171,2.676,10.49,14.763,19.486,21.294,23.995
00:09:57,-0.148,2.842,10.598,14.845,19.52,21.316,24.002
00:09:58,-0.136,2.921,10.668,14.886,19.546,21.328,23.991
00:09:59,-0.125,2.992,10.713,14.935,19.557,21.331,23.991
00:10:00,-0.121,3.082,10.773,14.979,19.583,21.346,24.003
00:10:01,-0.094,3.255,10.884,15.057,19.621,21.372,24.014
00:10:02,-0.094,3.334,10.933,15.095,19.636,21.368,24.014
00:10:03,-0.086,3.413,11.004,15.14,19.666,21.387,24.014
00:10:04,-0.06,3.511,11.056,15.177,19.677,21.391,24.01
00:10:05,-0.056,3.601,11.153,15.24,19.707,21.406,24.018
00:10:06,-0.052,3.654,11.212,15.292,19.737,21.417,24.018
00:10:07,-0.036,3.751,11.257,15.315,19.755,21.421,24.018
00:10:08,-0.025,3.823,11.305,15.345,19.763,21.436,24.022
00:10:09,-0.013,3.984,11.421,15.43,19.808,21.462,24.037
00:10:10,-0.013,4.063,11.469,15.479,19.83,21.465,24.03
00:10:11,-0.002,4.138,11.521,15.512,19.849,21.476,24.037
00:10:12,0.006,4.232,11.566,15.546,19.852,21.477,24.041
00:10:13,0.025,4.371,11.67,15.613,19.897,21.502,24.041
00:10:14,0.033,4.465,11.722,15.646,19.905,21.51,24.041
00:10:15,0.036,4.529,11.759,15.676,19.916,21.51,24.038
00:10:16,0.044,4.597,11.815,15.71,19.931,21.54,24.041
00:10:17,0.056,4.755,11.912,15.799,19.987,21.562,24.053
00:10:18,0.074,4.819,11.972,15.825,20.006,21.573,24.064
00:10:19,0.074,4.909,12.016,15.859,20.02,21.584,24.053
00:10:20,0.082,4.98,12.061,15.896,20.032,21.592,24.064
00:10:21,0.109,5.119,12.162,15.963,20.069,21.614,24.068
00:10:22,0.109,5.176,12.203,15.989,20.076,21.618,24.072
00:10:23,0.12,5.247,12.24,16.023,20.091,21.618,24.065
00:10:24,0.132,5.315,12.285,16.034,20.102,21.629,24.072
00:10:25,0.147,5.473,12.385,16.101,20.135,21.64,24.083
00:10:26,0.158,5.555,12.437,16.142,20.146,21.655,24.083
00:10:27,0.162,5.631,12.493,16.172,20.169,21.666,24.094
00:10:28,0.17,5.706,12.534,16.198,20.169,21.663,24.084
00:10:29,0.17,5.852,12.62,16.265,20.206,21.666,24.084
00:10:30,0.177,5.916,12.672,16.314,20.228,21.681,24.088
00:10:31,0.196,5.999,12.705,16.343,20.228,21.681,24.099
00:10:32,0.189,6.071,12.758,16.37,20.243,21.682,24.084
00:10:33,0.219,6.251,12.862,16.448,20.291,21.715,24.103
00:10:34,0.227,6.356,12.903,16.481,20.306,21.715,24.11
00:10:35,0.238,6.458,12.963,16.508,20.321,21.73,24.121
00:10:36,0.257,6.552,13.011,16.552,20.339,21.737,24.129
00:10:37,0.257,6.709,13.115,16.619,20.369,21.741,24.122
00:10:38,0.257,6.792,13.152,16.634,20.369,21.76,24.133
00:10:39,0.269,6.871,13.197,16.672,20.391,21.76,24.137
00:10:40,0.28,6.958,13.249,16.705,20.406,21.767,24.133
00:10:41,0.292,7.115,13.339,16.761,20.439,21.779,24.13
00:10:42,0.303,7.198,13.391,16.795,20.461,21.797,24.133
00:10:43,0.311,7.281,13.447,16.832,20.465,21.797,24.148
00:10:44,0.341,7.367,13.499,16.854,20.491,21.812,24.152
00:10:45,0.341,7.533,13.581,16.936,20.514,21.831,24.152
00:10:46,0.356,7.604,13.64,16.97,20.532,21.849,24.16
00:10:47,0.371,7.683,13.678,16.985,20.543,21.849,24.149
00:10:48,0.368,7.762,13.726,17.03,20.558,21.872,24.156
00:10:49,0.402,7.938,13.841,17.089,20.595,21.897,24.171
00:10:50,0.394,8.021,13.886,17.167,20.602,21.883,24.175
00:10:51,0.413,8.096,13.924,17.294,20.628,21.89,24.175
00:10:52,0.432,8.187,13.998,17.328,20.654,21.902,24.183
00:10:53,0.447,8.352,14.098,17.372,20.673,21.924,24.187
00:10:54,0.462,8.416,14.154,17.384,20.677,21.928,24.183
00:10:55,0.466,8.51,14.206,17.417,20.695,21.946,24.201
00:10:56,0.474,8.6,14.255,17.447,20.71,21.968,24.198
00:10:57,0.508,8.765,14.356,17.496,20.729,21.991,24.202
00:10:58,0.512,8.844,14.4,17.525,20.751,22.002,24.209
00:10:59,0.523,8.923,14.441,17.54,20.747,22.005,24.209
00:11:00,0.546,8.999,14.493,17.566,20.766,22.017,24.221
00:11:01,0.572,9.172,14.583,17.611,20.792,22.039,24.221
00:11:02,0.58,9.243,14.624,17.641,20.795,22.039,24.232
00:11:03,0.595,9.322,14.668,17.664,20.81,22.047,24.221
00:11:04,0.595,9.397,14.706,17.678,20.814,22.054,24.225
00:11:05,0.629,9.555,14.795,17.727,20.84,22.069,24.232
00:11:06,0.648,9.63,14.844,17.757,20.844,22.087,24.236
00:11:07,0.663,9.716,14.888,17.79,20.866,22.095,24.236
00:11:08,0.69,9.803,14.937,17.82,20.885,22.114,24.244
00:11:09,0.712,9.957,15.022,17.865,20.903,22.125,24.244
00:11:10,0.731,10.032,15.063,17.914,20.911,22.132,24.24
00:11:11,0.75,10.114,15.108,17.973,20.933,22.143,24.244
00:11:12,0.758,10.184,15.145,18.018,20.937,22.136,24.241
00:11:13,0.807,10.363,15.246,18.092,20.959,22.166,24.252
00:11:14,0.841,10.438,15.298,18.119,20.97,22.173,24.256
00:11:15,0.863,10.523,15.35,18.133,20.985,22.177,24.252
00:11:16,0.893,10.601,15.399,18.16,21,22.185,24.26
00:11:17,0.961,10.761,15.495,18.197,21.026,22.203,24.267
00:11:18,01.01,10.858,15.551,18.234,21.041,22.214,24.271
00:11:19,1.063,10.94,15.596,18.261,21.048,22.222,24.275
00:11:20,1.127,11.037,15.63,18.283,21.059,22.222,24.268
00:11:21,1.251,11.197,15.73,18.324,21.085,22.23,24.275
00:11:22,1.345,11.286,15.779,18.354,21.096,22.244,24.279
00:11:23,1.431,11.379,15.831,18.387,21.115,22.248,24.287
00:11:24,1.536,11.461,15.868,18.395,21.119,22.256,24.283
00:11:25,1.773,11.636,15.965,18.451,21.148,22.278,24.28
00:11:26,1.916,11.714,16.01,18.477,21.152,22.286,24.283
00:11:27,2.111,11.811,16.047,18.499,21.163,22.289,24.287
00:11:28,2.348,11.9,16.095,18.529,21.182,22.293,24.295
00:11:29,2.949,12.105,16.189,18.589,21.208,22.323,24.299
00:11:30,3.362,12.212,16.248,18.623,21.23,22.326,24.306
00:11:31,3.891,12.313,16.293,18.649,21.256,22.334,24.31
00:11:32,4.533,12.417,16.334,18.671,21.263,22.345,24.314
00:11:33,6.068,12.655,16.446,18.749,21.29,22.375,24.307
00:11:34,6.879,12.778,16.494,18.768,21.304,22.375,24.299
00:11:35,7.559,12.886,16.542,18.802,21.304,22.397,24.307
00:11:36,8.144,13.02,16.602,18.828,21.316,22.408,24.299
00:11:37,9.121,13.299,16.71,18.891,21.338,22.442,24.318
00:11:38,9.549,13.436,16.77,18.929,21.36,22.453,24.315
00:11:39,9.928,13.57,16.837,18.966,21.371,22.475,24.322
00:11:40,10.293,13.723,16.896,19.011,21.397,22.494,24.322
00:11:41,10.917,13.994,16.989,19.063,21.419,22.512,24.322
00:11:42,11.2,14.124,17.049,19.089,21.431,22.516,24.319
00:11:43,11.482,14.266,17.116,19.122,21.445,22.531,24.319
00:11:44,11.739,14.392,17.164,19.163,21.464,22.542,24.326
00:11:45,12.222,14.667,17.294,19.231,21.49,22.572,24.327
00:11:46,12.442,14.794,17.35,19.264,21.505,22.572,24.327
00:11:47,12.668,14.924,17.414,19.301,21.523,22.598,24.331
00:11:48,12.873,15.054,17.47,19.339,21.531,22.601,24.327
00:11:49,13.256,15.285,17.593,19.399,21.549,22.62,24.316
00:11:50,13.434,15.408,17.656,19.44,21.572,22.639,24.324
00:11:51,13.628,15.527,17.715,19.469,21.586,22.646,24.327
00:11:52,13.799,15.657,17.794,19.521,21.605,22.665,24.342
00:11:53,14.141,15.869,17.909,19.596,21.631,22.694,24.343
00:11:54,14.293,15.98,17.968,19.622,21.653,22.698,24.343
00:11:55,14.442,16.085,18.028,19.663,21.668,22.717,24.343
00:11:56,14.595,16.2,18.091,19.693,21.679,22.717,24.339
00:11:57,14.874,16.39,18.203,19.764,21.705,22.746,24.336
00:11:58,15.019,16.498,18.278,19.812,21.727,22.761,24.354
00:11:59,15.153,16.602,18.337,19.842,21.746,22.776,24.351
